sampling_unit_code	polygon_id	type	grts_ranking	grts_ranking_draw	source	area_class	sac
ANTRIJ0071	ANTRIJ0071	30	37823646	37823646	watersurfaces_hab_v5	1	1
LIMHAS0283	LIMHAS0283	30	37856998	37856998	watersurfaces_hab_v5	1	0
WVLHOU0559	WVLHOU0559	30	37888977	37888977	watersurfaces_hab_v5	1	1
LIMDPB0046	LIMDPB0046	30	37973298	37973298	watersurfaces_hab_v5	2	0
WVLZED0154	WVLZED0154	30	38092545	38092545	watersurfaces_hab_v5	1	1
LIMHHE0332	LIMHHE0332	30	38149842	38149842	original sample frame	1	1
LIMGNK0152	LIMGNK0152	30	38284754	38284754	original sample frame/assessments monitoring cycle 1	1	0
LIMGNK0004	LIMGNK0004	30	38496562	38496562	original sample frame	1	1
LIMPEE0200	LIMPEE0200	30	38525138	38525138	watersurfaces_hab_v5	1	0
ANTRAV0132	ANTRAV0132	30	38527790	38527790	original sample frame	1	0
538819_v2018	538819_v2018	30	38549398	38549398	watersurfaces_hab_v5	1	1
ANTBSE0326	ANTBSE0326	30	38580894	38580894	watersurfaces_hab_v5	1	1
ANTOTH0399	ANTOTH0399	30	38640174	38640174	original sample frame	1	1
ANTTUR0310	ANTTUR0310	30	38688046	38688046	watersurfaces_hab_v5	1	1
ANTBCT0285	ANTBCT0285	30	38705374	38705374	watersurfaces_hab_v5	2	1
WVLHOU0549	WVLHOU0549	30	38737873	38737873	watersurfaces_hab_v5	1	1
ANTRIJ0027	ANTRIJ0027	30	38872222	38872222	watersurfaces_hab_v5	1	1
ANTRIJ0045	ANTRIJ0045	30	38872222	38872222	watersurfaces_hab_v5	1	1
LIMHAS0160	LIMHAS0160	30	38905574	38905574	watersurfaces_hab_v5	1	0
LIMHAS0280	LIMHAS0280	30	38905574	38905574	watersurfaces_hab_v5	1	0
ANTKAS0374	ANTKAS0374	30	38950134	38950134	watersurfaces_hab_v5	1	0
ANTBSE0318	ANTBSE0318	30	39073438	39073438	watersurfaces_hab_v5	1	1
LIMZNH0514	LIMZNH0514	30	39112422	39112422	original sample frame	1	1
WVLHOU0686	WVLHOU0686	30	39363537	39363537	watersurfaces_hab_v5	1	1
463151_v2018	463151_v2018	30	39428882	39428882	watersurfaces_hab_v5	1	1
LIMBIL0173	LIMBIL0173	30	39476786	39476786	watersurfaces_hab_v5	1	0
LIMHAS0518	LIMHAS0518	30	39485746	39485746	watersurfaces_hab_v5	2	1
ANTTUR0356	ANTTUR0356	30	39506990	39506990	watersurfaces_hab_v5	1	1
623460_v2023	623460_v2023	30	39529006	39529006	watersurfaces_hab_v5	1	1
LIMHHE0247	LIMHHE0247	30	39591634	39591634	original sample frame	1	1
492191_v2018	492191_v2018	30	39623798	39623798	watersurfaces_hab_v5	1	1
444320_v2016	444320_v2016	30	39687785	39687785	original sample frame	1	1
LIMHHE0333	LIMHHE0333	30	39722706	39722706	original sample frame	1	1
ANTTUR0628	ANTTUR0628	30	39768366	39768366	watersurfaces_hab_v5	1	1
WVLJAB0445	WVLJAB0445	30	39894785	39894785	watersurfaces_hab_v5	1	1
ANTGEE0136	ANTGEE0136	30	39900918	39900918	watersurfaces_hab_v5	1	1
LIMLNK0166	LIMLNK0166	30	39902194	39902194	watersurfaces_hab_v5	1	1
WVLBRN0422	WVLBRN0422	30	39905345	39905345	original sample frame	1	1
ANTRIJ0051	ANTRIJ0051	30	39920798	39920798	watersurfaces_hab_v5	1	1
LIMHHE0317	LIMHHE0317	30	40099538	40099538	original sample frame	1	1
LIMMSK0113	LIMMSK0113	30	40155730	40155730	watersurfaces_hab_v5	1	1
LIMLOM0475	LIMLOM0475	30	40200566	40200566	assessments monitoring cycle 1	3	0
LIMZNH0445	LIMZNH0445	30	40281810	40281810	original sample frame	1	1
ANTBSE0093	ANTBSE0093	30	40285854	40285854	watersurfaces_hab_v5	1	1
ANTRAV0134	ANTRAV0134	30	40313646	40313646	watersurfaces_hab_v5	1	0
ANTMOL0546	ANTMOL0546	30	40410230	40410230	watersurfaces_hab_v5	1	1
LIMZNH0348	LIMZNH0348	30	40412882	40412882	original sample frame	1	1
ANTTUR0007	ANTTUR0007	30	40537390	40537390	watersurfaces_hab_v5	1	1
ANTRAV0288	ANTRAV0288	30	40540974	40540974	watersurfaces_hab_v5	1	1
LIMHEC0398	LIMHEC0398	30	40547254	40547254	watersurfaces_hab_v5	1	1
LIMHAS0541	LIMHAS0541	30	40582886	40582886	assessments monitoring cycle 1	1	1
LIMZNH0578	LIMZNH0578	30	40619750	40619750	watersurfaces_hab_v5	1	1
536539_v2018	536539_v2018	30	40637505	40637505	watersurfaces_hab_v5	2	1
LIMGNK0214	LIMGNK0214	30	40646194	40646194	watersurfaces_hab_v5	1	0
424241_v2020	424241_v2020	30	40688626	40688626	watersurfaces_hab_v5	1	1
534969_v2018	534969_v2018	30	40719662	40719662	watersurfaces_hab_v5	1	1
LIMGNK0056	LIMGNK0056	30	40747314	40747314	original sample frame	1	1
VBRARS0370	VBRARS0370	30	40808582	40808582	original sample frame/assessments monitoring cycle 1	1	1
LIMNEE0176	LIMNEE0176	30	40847634	40847634	original sample frame	1	1
ANTGEE0034	ANTGEE0034	30	40905526	40905526	watersurfaces_hab_v5	1	0
WVLJAB0496	WVLJAB0496	30	40943361	40943361	watersurfaces_hab_v5	1	1
WVLZED0058	WVLZED0058	30	40976129	40976129	watersurfaces_hab_v5	1	1
ANTKAP0063	ANTKAP0063	30	41035742	41035742	watersurfaces_hab_v5	1	0
LIMHAS0121	LIMHAS0121	30	41068262	41068262	watersurfaces_hab_v5	1	0
LIMHAS0266	LIMHAS0266	30	41068262	41068262	watersurfaces_hab_v5	1	0
LIMHEC0026	LIMHEC0026	30	41085138	41085138	watersurfaces_hab_v5	1	1
ANTMRK0292	ANTMRK0292	30	41087390	41087390	watersurfaces_hab_v5	3	0
ANTKAL0201	ANTKAL0201	30	41132510	41132510	watersurfaces_hab_v5	1	0
590297_v2018	590297_v2018	30	41153838	41153838	watersurfaces_hab_v5	1	1
LIMPEE0593	LIMPEE0593	30	41182226	41182226	watersurfaces_hab_v5	1	1
ANTDES0010	ANTDES0010	30	41310326	41310326	original sample frame	1	1
LIMGNK0898	LIMGNK0898	30	41341234	41341234	watersurfaces_hab_v5	1	1
ANTLIL0090	ANTLIL0090	30	41392598	41392598	original sample frame	1	1
ANTHUL0181	ANTHUL0181	30	41452630	41452630	original sample frame	1	1
ANTMOL0653	ANTMOL0653	30	41502838	41502838	original sample frame	1	0
LIMMSK0427	LIMMSK0427	30	41519506	41519506	watersurfaces_hab_v5	1	1
ANTKAL0181	ANTKAL0181	30	41522910	41522910	watersurfaces_hab_v5	1	0
ANTGEE1081	ANTGEE1081	30	41525494	41525494	original sample frame	1	0
LIMBRE0103	LIMBRE0103	30	41590930	41590930	watersurfaces_hab_v5	1	1
LIMHEC0405	LIMHEC0405	30	41679058	41679058	watersurfaces_hab_v5	1	1
ANTGEE1075	ANTGEE1075	30	41745910	41745910	watersurfaces_hab_v5	1	1
LIMMSK0424	LIMMSK0424	30	41759890	41759890	watersurfaces_hab_v5	1	1
ANTARE0071	ANTARE0071	30	41787182	41787182	watersurfaces_hab_v5	1	0
LIMHHE0244	LIMHHE0244	30	41803474	41803474	original sample frame	1	1
ANTARE0027	ANTARE0027	30	41959214	41959214	original sample frame	1	1
LIMMSK0003	LIMMSK0003	30	41973586	41973586	watersurfaces_hab_v5	1	1
ANTRIJ0058	ANTRIJ0058	30	42017950	42017950	watersurfaces_hab_v5	1	1
ANTLIL0293	ANTLIL0293	30	42021334	42021334	original sample frame	1	1
WVLZED0083	WVLZED0083	30	42024705	42024705	watersurfaces_hab_v5	1	1
421251_v2020	421251_v2020	30	42063058	42063058	watersurfaces_hab_v5	1	1
ANTBSE0298	ANTBSE0298	30	42250910	42250910	original sample frame	1	1
LIMOPG0076	LIMOPG0076	30	42281554	42281554	watersurfaces_hab_v5	1	1
424248_v2020	424248_v2020	30	42359794	42359794	watersurfaces_hab_v5	1	1
ANTGEE0858	ANTGEE0858	30	42391286	42391286	watersurfaces_hab_v5	1	1
ANTTUR0300	ANTTUR0300	30	42464558	42464558	original sample frame	1	1
ANTMOL0719	ANTMOL0719	30	42555510	42555510	original sample frame	1	1
WVLHOU0563	WVLHOU0563	30	42607569	42607569	watersurfaces_hab_v5	1	1
WVLJAB0544	WVLJAB0544	30	42712833	42712833	watersurfaces_hab_v5	1	1
ANTHST0226	ANTHST0226	30	42729782	42729782	original sample frame	1	0
ANTKAS0372	ANTKAS0372	30	42757110	42757110	watersurfaces_hab_v5	1	0
538159_v2018	538159_v2018	30	42932177	42932177	watersurfaces_hab_v5	1	1
ANTLIL0449	ANTLIL0449	30	42983894	42983894	watersurfaces_hab_v5	1	1
WVLJAB0437	WVLJAB0437	30	43040513	43040513	watersurfaces_hab_v5	1	1
ANTRIJ0017	ANTRIJ0017	30	43066526	43066526	watersurfaces_hab_v5	1	1
VBRTWI0179	VBRTWI0179	30	43093926	43093926	watersurfaces_hab_v5	1	1
LIMHAS0088	LIMHAS0088	30	43099878	43099878	watersurfaces_hab_v5	1	0
LIMHAS0243	LIMHAS0243	30	43099878	43099878	watersurfaces_hab_v5	1	0
LIMHAS0744	LIMHAS0744	30	43099878	43099878	watersurfaces_hab_v5	1	0
ANTTUR0257	ANTTUR0257	30	43104302	43104302	watersurfaces_hab_v5	2	1
ANTOTH0219	ANTOTH0219	30	43122734	43122734	original sample frame	1	0
LIMLOM0233	LIMLOM0233	30	43345170	43345170	original sample frame	1	1
WVLBRN0203	WVLBRN0203	30	43358273	43358273	watersurfaces_hab_v5	1	1
LIMZNH0479	LIMZNH0479	30	43359926	43359926	watersurfaces_hab_v5	1	1
LIMHMA0158	LIMHMA0158	30	43374866	43374866	original sample frame	1	0
ANTWUU0176	ANTWUU0176	30	43423198	43423198	original sample frame	1	1
LIMHHE0306	LIMHHE0306	30	43441874	43441874	original sample frame	1	1
ANTKAS0600	ANTKAS0600	30	43576310	43576310	watersurfaces_hab_v5	1	1
ANTOLE0015	ANTOLE0015	30	43595734	43595734	original sample frame	1	0
401208_v2020	401208_v2020	30	43655401	43655401	watersurfaces_hab_v5	1	1
WVLJAB0148	WVLJAB0148	30	43826945	43826945	original sample frame	1	1
WVLHOU0693	WVLHOU0693	30	43934673	43934673	watersurfaces_hab_v5	1	1
ANTHTS0083	ANTHTS0083	30	44069846	44069846	original sample frame	1	1
ANTRIJ0021	ANTRIJ0021	30	44115102	44115102	watersurfaces_hab_v5	1	1
ANTRIJ0059	ANTRIJ0059	30	44115102	44115102	watersurfaces_hab_v5	1	1
WVLZED0150	WVLZED0150	30	44121857	44121857	watersurfaces_hab_v5	1	1
ANTBSE0338	ANTBSE0338	30	44131998	44131998	assessments monitoring cycle 1	2	1
ANTRIJ0041	ANTRIJ0041	30	44168350	44168350	original sample frame/assessments monitoring cycle 1	3	1
LIMMSK0353	LIMMSK0353	30	44201810	44201810	original sample frame/assessments monitoring cycle 1	3	1
ANTBSE0381	ANTBSE0381	30	44316318	44316318	watersurfaces_hab_v5	1	1
ANTLIL0091	ANTLIL0091	30	44478934	44478934	original sample frame	1	1
WVLHOU0568	WVLHOU0568	30	44585937	44585937	watersurfaces_hab_v5	1	1
ANTOTH0313	ANTOTH0313	30	44587566	44587566	original sample frame	1	1
ANTOLE0041	ANTOLE0041	30	44644310	44644310	original sample frame	1	0
ANTTUR0276	ANTTUR0276	30	44769582	44769582	original sample frame	1	0
LIMZNH0442	LIMZNH0442	30	44869330	44869330	original sample frame	1	1
WVLZED0113	WVLZED0113	30	44908289	44908289	watersurfaces_hab_v5	1	1
LIMMSM0215	LIMMSM0215	30	44990450	44990450	watersurfaces_hab_v5	1	1
312330_v2016	312330_v2016	30	44992210	44992210	original sample frame	1	1
510156_v2018	510156_v2018	30	44998774	44998774	watersurfaces_hab_v5	1	1
LIMDST0118	LIMDST0118	30	45060690	45060690	original sample frame	1	1
LIMHAS0719	LIMHAS0719	30	45262566	45262566	watersurfaces_hab_v5	1	0
ANTWUU0177	ANTWUU0177	30	45299166	45299166	watersurfaces_hab_v5	1	1
WVLZED0502	WVLZED0502	30	45367041	45367041	watersurfaces_hab_v5	1	1
314405_v2016	314405_v2016	30	45450962	45450962	original sample frame	1	1
ANTKAS0459	ANTKAS0459	30	45469686	45469686	watersurfaces_hab_v5	1	1
ANTLIL0275	ANTLIL0275	30	45611478	45611478	original sample frame	1	1
WVLBRN0417	WVLBRN0417	30	45618241	45618241	original sample frame	1	1
WVLJAB0597	WVLJAB0597	30	45629185	45629185	watersurfaces_hab_v5	1	1
ANTGEE0846	ANTGEE0846	30	45684470	45684470	watersurfaces_hab_v5	1	1
LIMBRE0062	LIMBRE0062	30	45899922	45899922	watersurfaces_hab_v5	1	1
LIMMSK0466	LIMMSK0466	30	45954194	45954194	watersurfaces_hab_v5	1	1
WVLZED0032	WVLZED0032	30	45956865	45956865	watersurfaces_hab_v5	1	1
LIMHAS0736	LIMHAS0736	30	45967078	45967078	watersurfaces_hab_v5	1	0
WVLJAB0443	WVLJAB0443	30	46186241	46186241	watersurfaces_hab_v5	1	1
ANTGEE0938	ANTGEE0938	30	46192374	46192374	watersurfaces_hab_v5	1	1
418817_v2023	418817_v2023	30	46239654	46239654	watersurfaces_hab_v5	1	1
WVLZNB0856	WVLZNB0856	30	46245329	46245329	watersurfaces_hab_v5	1	1
LIMHAS0704	LIMHAS0704	30	46245606	46245606	watersurfaces_hab_v5	1	0
378734_v2023	378734_v2023	30	46259922	46259922	original sample frame	1	1
ANTHGS0006	ANTHGS0006	30	46283870	46283870	watersurfaces_hab_v5	1	1
LIMHAS0093	LIMHAS0093	30	46311142	46311142	watersurfaces_hab_v5	1	0
LIMHAS0271	LIMHAS0271	30	46311142	46311142	watersurfaces_hab_v5	1	0
ANTRET0186	ANTRET0186	30	46362158	46362158	original sample frame/assessments monitoring cycle 1	3	0
ANTBSE0159	ANTBSE0159	30	46413470	46413470	watersurfaces_hab_v5	2	1
WVLJAB0157	WVLJAB0157	30	46546689	46546689	original sample frame	1	1
LIMLNK0245	LIMLNK0245	30	46619634	46619634	watersurfaces_hab_v5	1	1
515133_v2018	515133_v2018	30	46780406	46780406	watersurfaces_hab_v5	1	1
LIMNEE0180	LIMNEE0180	30	46811410	46811410	original sample frame	1	1
ANTHST0366	ANTHST0366	30	46924086	46924086	original sample frame	1	0
ANTBSE0162	ANTBSE0162	30	46969502	46969502	watersurfaces_hab_v5	1	1
ANTARE0200	ANTARE0200	30	47027950	47027950	assessments monitoring cycle 1	3	1
621985_v2023	621985_v2023	30	47041654	47041654	watersurfaces_hab_v5	1	1
LIMMGR0371	LIMMGR0371	30	47095762	47095762	original sample frame	1	0
LIMHHE0002	LIMHHE0002	30	47109330	47109330	original sample frame/assessments monitoring cycle 1	2	1
ANTBCT0438	ANTBCT0438	30	47192286	47192286	watersurfaces_hab_v5	1	1
LIMLNK0039	LIMLNK0039	30	47249394	47249394	original sample frame	1	1
LIMHAS0087	LIMHAS0087	30	47294182	47294182	watersurfaces_hab_v5	1	0
LIMHAS0178	LIMHAS0178	30	47294182	47294182	watersurfaces_hab_v5	1	0
LIMHAS0264	LIMHAS0264	30	47294182	47294182	watersurfaces_hab_v5	1	0
LIMHAS0746	LIMHAS0746	30	47294182	47294182	watersurfaces_hab_v5	1	0
ANTMRK0247	ANTMRK0247	30	47297838	47297838	watersurfaces_hab_v5	1	1
WVLHOU0560	WVLHOU0560	30	47326161	47326161	watersurfaces_hab_v5	1	1
LIMHAS0753	LIMHAS0753	30	47359718	47359718	watersurfaces_hab_v5	1	0
VBRBEG0666	VBRBEG0666	30	47471958	47471958	original sample frame	1	0
405560_v2020	405560_v2020	30	47484838	47484838	watersurfaces_hab_v5	1	1
WVLHOU0694	WVLHOU0694	30	47490001	47490001	watersurfaces_hab_v5	1	1
LIMMSM0016	LIMMSM0016	30	47498226	47498226	watersurfaces_hab_v5	2	1
LIMHEC0377	LIMHEC0377	30	47563702	47563702	watersurfaces_hab_v5	1	1
ANTRIJ0052	ANTRIJ0052	30	47838366	47838366	watersurfaces_hab_v5	2	1
LIMZNH0437	LIMZNH0437	30	47924946	47924946	watersurfaces_hab_v5	2	1
481511_v2018	481511_v2018	30	47940801	47940801	original sample frame	1	1
630168_v2023	630168_v2023	30	47980690	47980690	watersurfaces_hab_v5	1	1
ANTLIL0032	ANTLIL0032	30	48017878	48017878	original sample frame	1	1
WVLHOU0418	WVLHOU0418	30	48047057	48047057	watersurfaces_hab_v5	1	1
ANTTUR0006	ANTTUR0006	30	48051502	48051502	watersurfaces_hab_v5	1	1
LIMKIN0192	LIMKIN0192	30	48089490	48089490	watersurfaces_hab_v5	2	1
ANTMAL0243	ANTMAL0243	30	48159902	48159902	original sample frame	1	0
ANTHST0456	ANTHST0456	30	48165206	48165206	watersurfaces_hab_v5	1	1
WVLHOU0397	WVLHOU0397	30	48175057	48175057	watersurfaces_hab_v5	1	1
ANTHEI0155	ANTHEI0155	30	48206678	48206678	original sample frame	1	0
ANTRIJ0049	ANTRIJ0049	30	48309406	48309406	watersurfaces_hab_v5	1	1
WVLZED0087	WVLZED0087	30	48316161	48316161	watersurfaces_hab_v5	1	1
WVLJAB0448	WVLJAB0448	30	48381697	48381697	watersurfaces_hab_v5	1	1
ANTHST0066	ANTHST0066	30	48492886	48492886	original sample frame	1	1
LIMLOM0113	LIMLOM0113	30	48564598	48564598	watersurfaces_hab_v5	1	1
WVLHOU0558	WVLHOU0558	30	48571345	48571345	watersurfaces_hab_v5	1	1
LIMHHE0209	LIMHHE0209	30	48603858	48603858	watersurfaces_hab_v5	1	0
ANTKAL0196	ANTKAL0196	30	48666334	48666334	watersurfaces_hab_v5	2	0
ANTTUR0359	ANTTUR0359	30	48682030	48682030	watersurfaces_hab_v5	1	1
LIMBRG0249	LIMBRG0249	30	48848822	48848822	watersurfaces_hab_v5	1	1
ANTHUL0205	ANTHUL0205	30	48981078	48981078	watersurfaces_hab_v5	1	1
ANTTUR0047	ANTTUR0047	30	49029422	49029422	watersurfaces_hab_v5	1	0
LIMLNK0116	LIMLNK0116	30	49068018	49068018	watersurfaces_hab_v5	1	1
ANTTUR0297	ANTTUR0297	30	49108270	49108270	watersurfaces_hab_v5	1	1
ANTHGS0506	ANTHGS0506	30	49204638	49204638	watersurfaces_hab_v5	1	1
612226_v2023	612226_v2023	30	49297134	49297134	original sample frame	1	0
LIMHEC0046	LIMHEC0046	30	49300086	49300086	watersurfaces_hab_v5	1	1
ANTRET0199	ANTRET0199	30	49311278	49311278	original sample frame/assessments monitoring cycle 1	1	0
LIMHAS0092	LIMHAS0092	30	49456870	49456870	watersurfaces_hab_v5	1	0
LIMHAS0245	LIMHAS0245	30	49456870	49456870	watersurfaces_hab_v5	1	0
LIMHAS0286	LIMHAS0286	30	49456870	49456870	watersurfaces_hab_v5	1	0
LIMTES0166	LIMTES0166	30	49508406	49508406	original sample frame	1	1
WVLJAB0556	WVLJAB0556	30	49561345	49561345	watersurfaces_hab_v5	1	1
ANTKAS0353	ANTKAS0353	30	49638390	49638390	original sample frame	1	1
600121_v2018	600121_v2018	30	49650222	49650222	watersurfaces_hab_v5	1	1
LIMHHE0009	LIMHHE0009	30	49665234	49665234	watersurfaces_hab_v5	1	1
LIMNEE0181	LIMNEE0181	30	49727762	49727762	original sample frame	1	1
ANTMOL0527	ANTMOL0527	30	49768174	49768174	original sample frame	1	1
LIMZNH0508	LIMZNH0508	30	49785554	49785554	assessments monitoring cycle 1	2	1
LIMZNH0509	LIMZNH0509	30	49813202	49813202	watersurfaces_hab_v5	2	1
ANTRAV0294	ANTRAV0294	30	49888046	49888046	original sample frame	1	0
LIMLUM0233	LIMLUM0233	30	49902262	49902262	original sample frame	1	0
ANTLIL0327	ANTLIL0327	30	50115030	50115030	watersurfaces_hab_v5	1	1
ANTKAS0343	ANTKAS0343	30	50129966	50129966	watersurfaces_hab_v5	1	1
534966_v2018	534966_v2018	30	50156846	50156846	watersurfaces_hab_v5	1	1
ANTGEE0834	ANTGEE0834	30	50251766	50251766	original sample frame	1	0
LIMASS1087	LIMASS1087	30	50315730	50315730	watersurfaces_hab_v5	1	1
WVLHOU0021	WVLHOU0021	30	50354129	50354129	watersurfaces_hab_v5	1	1
ANTRAV0378	ANTRAV0378	30	50390830	50390830	original sample frame	1	1
WVLZED0194	WVLZED0194	30	50413313	50413313	watersurfaces_hab_v5	1	1
627943_v2023	627943_v2023	30	50418990	50418990	watersurfaces_hab_v5	1	1
LIMHAS0170	LIMHAS0170	30	50439910	50439910	watersurfaces_hab_v5	1	0
LIMHAS0863	LIMHAS0863	30	50439910	50439910	watersurfaces_hab_v5	1	0
378732_v2023	378732_v2023	30	50454226	50454226	original sample frame	1	1
LIMGNK0144	LIMGNK0144	30	50575666	50575666	original sample frame	1	1
ANTKAS0435	ANTKAS0435	30	50614262	50614262	watersurfaces_hab_v5	1	1
LIMZNH0174	LIMZNH0174	30	50634422	50634422	watersurfaces_hab_v5	2	1
ANTKAS0593	ANTKAS0593	30	50713646	50713646	watersurfaces_hab_v5	1	1
ANTRAV0387	ANTRAV0387	30	50734894	50734894	original sample frame	2	1
ANTMOL0090	ANTMOL0090	30	50741998	50741998	original sample frame	1	0
WVLBRN0392	WVLBRN0392	30	50849857	50849857	original sample frame	1	1
LIMHAS0525	LIMHAS0525	30	50893106	50893106	watersurfaces_hab_v5	2	0
LIMGNK0083	LIMGNK0083	30	50909490	50909490	watersurfaces_hab_v5	1	1
ANTTUR0242	ANTTUR0242	30	50958382	50958382	watersurfaces_hab_v5	1	1
ANTBSE0037	ANTBSE0037	30	51046046	51046046	watersurfaces_hab_v5	1	1
534855_v2018	534855_v2018	30	51074350	51074350	watersurfaces_hab_v5	1	1
WVLJAB0432	WVLJAB0432	30	51101441	51101441	watersurfaces_hab_v5	1	1
ANTGEE1086	ANTGEE1086	30	51112694	51112694	watersurfaces_hab_v5	1	1
ANTBSE0401	ANTBSE0401	30	51263134	51263134	watersurfaces_hab_v5	1	1
ANTMOL0029	ANTMOL0029	30	51300598	51300598	watersurfaces_hab_v5	1	0
ANTZAN0206	ANTZAN0206	30	51304150	51304150	original sample frame	1	1
LIMHAS0620	LIMHAS0620	30	51330790	51330790	watersurfaces_hab_v5	1	1
ANTRAV0293	ANTRAV0293	30	51354414	51354414	watersurfaces_hab_v5	1	1
LIMMSK0100	LIMMSK0100	30	51373906	51373906	watersurfaces_hab_v5	2	1
LIMNEE0321	LIMNEE0321	30	51441170	51441170	watersurfaces_hab_v5	1	1
LIMHHE0318	LIMHHE0318	30	51502802	51502802	original sample frame	1	1
LIMHEC0233	LIMHEC0233	30	51513106	51513106	watersurfaces_hab_v5	1	0
ANTMRK0255	ANTMRK0255	30	51516718	51516718	watersurfaces_hab_v5	1	1
VBRTWI0223	VBRTWI0223	30	51548070	51548070	watersurfaces_hab_v5	1	1
LIMHAS0114	LIMHAS0114	30	51554022	51554022	watersurfaces_hab_v5	1	0
LIMHAS0240	LIMHAS0240	30	51554022	51554022	watersurfaces_hab_v5	1	0
ANTOTH0034	ANTOTH0034	30	51642414	51642414	original sample frame	1	0
LIMLUM0401	LIMLUM0401	30	51728822	51728822	assessments monitoring cycle 1	2	1
ANTLIL0323	ANTLIL0323	30	51753430	51753430	watersurfaces_hab_v5	1	1
LIMOPG0121	LIMOPG0121	30	51755602	51755602	watersurfaces_hab_v5	1	1
ANTKAS0402	ANTKAS0402	30	51829750	51829750	original sample frame	1	0
ANTGEE0163	ANTGEE0163	30	51959542	51959542	watersurfaces_hab_v5	1	1
ANTHST0646	ANTHST0646	30	52166966	52166966	original sample frame	1	0
ANTWUU0023	ANTWUU0023	30	52189918	52189918	watersurfaces_hab_v5	1	0
WVLDIK0966	WVLDIK0966	30	52235761	52235761	watersurfaces_hab_v5	1	0
VBRARS0052	VBRARS0052	30	52289670	52289670	assessments monitoring cycle 1	1	1
WVLHOU0400	WVLHOU0400	30	52369361	52369361	watersurfaces_hab_v5	1	1
ANTTUR0298	ANTTUR0298	30	52385070	52385070	watersurfaces_hab_v5	1	1
LIMZUT0126	LIMZUT0126	30	52409330	52409330	watersurfaces_hab_v5	1	0
ANTKAS0036	ANTKAS0036	30	52414198	52414198	original sample frame	1	1
LIMZNH0429	LIMZNH0429	30	52416230	52416230	watersurfaces_hab_v5	1	1
VBRTWI0180	VBRTWI0180	30	52465574	52465574	watersurfaces_hab_v5	1	1
ANTRIJ0025	ANTRIJ0025	30	52503710	52503710	watersurfaces_hab_v5	1	1
LIMHVL0150	LIMHVL0150	30	52522678	52522678	watersurfaces_hab_v5	1	1
WVLZNB0849	WVLZNB0849	30	52536785	52536785	watersurfaces_hab_v5	1	1
LIMOPG0156	LIMOPG0156	30	52611666	52611666	watersurfaces_hab_v5	1	1
OVLALT0332	OVLALT0332	30	52772809	52772809	original sample frame/assessments monitoring cycle 1	3	1
ANTTUR0293	ANTTUR0293	30	52778286	52778286	watersurfaces_hab_v5	1	1
ANTBCT0765	ANTBCT0765	30	52782558	52782558	watersurfaces_hab_v5	1	1
ANTBCT0636	ANTBCT0636	30	52798622	52798622	watersurfaces_hab_v5	2	1
405903_v2023	405903_v2023	30	52851030	52851030	watersurfaces_hab_v5	1	1
LIMGNK0899	LIMGNK0899	30	52875570	52875570	watersurfaces_hab_v5	1	1
LIMMGR0271	LIMMGR0271	30	52931538	52931538	watersurfaces_hab_v5	1	1
LIMHHE0309	LIMHHE0309	30	9952978	52944594	original sample frame	1	1
LIMHHE0310	LIMHHE0310	30	36167378	52944594	original sample frame	1	1
LIMHHE0311	LIMHHE0311	30	47439570	52944594	original sample frame	1	1
ANTGEE0100	ANTGEE0100	30	52947702	52947702	watersurfaces_hab_v5	1	1
WVLBRN0431	WVLBRN0431	30	52996161	52996161	watersurfaces_hab_v5	1	1
WVLBRU0058	WVLBRU0058	30	53099777	53099777	watersurfaces_hab_v5	1	1
ANTHST0319	ANTHST0319	30	53215542	53215542	original sample frame	1	0
ANTHST0655	ANTHST0655	30	53215542	53215542	original sample frame	1	0
LIMPEE0587	LIMPEE0587	30	53258450	53258450	watersurfaces_hab_v5	2	1
WVLZED0180	WVLZED0180	30	53296897	53296897	watersurfaces_hab_v5	1	1
LIMHAS0126	LIMHAS0126	30	53307110	53307110	watersurfaces_hab_v5	1	0
LIMHAS0199	LIMHAS0199	30	53307110	53307110	watersurfaces_hab_v5	1	0
LIMHAS0281	LIMHAS0281	30	53307110	53307110	assessments monitoring cycle 1	1	0
LIMHAS0871	LIMHAS0871	30	53307110	53307110	watersurfaces_hab_v5	1	0
ANTMAL0275	ANTMAL0275	30	53376158	53376158	watersurfaces_hab_v5	2	1
WVLZED0081	WVLZED0081	30	53427969	53427969	watersurfaces_hab_v5	1	1
509521_v2018	509521_v2018	30	53430034	53430034	watersurfaces_hab_v5	1	1
VBRHOL0032	VBRHOL0032	30	53444486	53444486	watersurfaces_hab_v5	1	1
